Sort,Boost Level,bp ,Skill name,Description,CostValue,CostType,AbilityType,TargetType,Total Multipler,Multiplier 1,Multipler 2,Multipler 3,Modifier 1,Modifier 2,Modifier 3,AbilityRatio,CriticalRatio,CriticalPower,HitRatio,Comment,AilmentName,InvocationValue,InvocationTurn,DiseaseRate,AilmentName,InvocationValue,InvocationTurn,DiseaseRate,AilmentName,InvocationValue,InvocationTurn,DiseaseRate,Attribute,DependWeapon,RestrictWeapon,ExceptEnforcer,BaseCount,MinimumCount,RandomCountMin,RandomCountMax,OrderType,OrderCount,ItemAll,SkillAll,Convergence,Diffusion,Reflection,Counter,HideOut,Repeat,Cover,Provoke,DisableMagic,Enchant,ChaseAttack,WeakCheckAll,NormalAttackAll,Session,BusinessSupport,ForceWeakness,NoUseMaterial,SwitchWeapon,CompensationMagic,Excitement,SongAbilityFlag,DanceAbilityFlag,AutoTameMonster
192,3,2,Windy Refrain,"Deal wind-based damage to all foes, and cause your allies to act first on the next turn.",18,MP,MAGIC,ENEMY_ALL,3.64,3.64,,,0.77,,,280,0,125,0,,MAGIC_DAMAGE,130,0,0,ADD_BE_THE_FIRST_PARTYALL,0,0,100,,0,0,0,WIND,,,,0,0,0,0,FIRST_PARTY,0,,,Y,,Y,,,Y,,,,,,,,,,,,,,Y,,,
193,4,3,Windy Refrain,"Deal wind-based damage to all foes, and cause your allies to act first on the next turn.",18,MP,MAGIC,ENEMY_ALL,4.81,4.81,,,0.77,,,370,0,125,0,,MAGIC_DAMAGE,130,0,0,ADD_BE_THE_FIRST_PARTYALL,0,0,100,,0,0,0,WIND,,,,0,0,0,0,FIRST_PARTY,0,,,Y,,Y,,,Y,,,,,,,,,,,,,,Y,,,
194,1,0,Song of Hope,Extend the duration of a single ally's positive status effects by 1 turn. This does not affect divine skills.,32,MP,BUFF,PARTY_ALL,,,,,,,,100,0,125,0,,,0,0,0,,0,0,0,,0,0,0,,,,,1,0,0,0,,0,,,,,,,,Y,,,,,,,,,,,,,,Y,,,
195,2,1,Song of Hope,Extend the duration of a single ally's positive status effects by 2 turns. This does not affect divine skills.,32,MP,BUFF,PARTY_ALL,,,,,,,,100,0,125,0,,,0,0,0,,0,0,0,,0,0,0,,,,,2,0,0,0,,0,,,,,,,,Y,,,,,,,,,,,,,,Y,,,
196,3,2,Song of Hope,Extend the duration of a single ally's positive status effects by 3 turns. This does not affect divine skills.,32,MP,BUFF,PARTY_ALL,,,,,,,,100,0,125,0,,,0,0,0,,0,0,0,,0,0,0,,,,,3,0,0,0,,0,,,,,,,,Y,,,,,,,,,,,,,,Y,,,
197,4,3,Song of Hope,Extend the duration of a single ally's positive status effects by 4 turns. This does not affect divine skills.,32,MP,BUFF,PARTY_ALL,,,,,,,,100,0,125,0,,,0,0,0,,0,0,0,,0,0,0,,,,,4,0,0,0,,0,,,,,,,,Y,,,,,,,,,,,,,,Y,,,
198,1,0,Sealticge's Seduction,Usable only at maximum boost.,30,MP,BUFF,PARTY_SINGLE,,,,,,,,100,0,125,0,,ADD_SKILL_ALL,0,3,100,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,Y,,,
199,2,1,Sealticge's Seduction,Usable only at maximum boost.,30,MP,BUFF,PARTY_SINGLE,,,,,,,,100,0,125,0,,ADD_SKILL_ALL,0,3,100,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,Y,,,
200,3,2,Sealticge's Seduction,Usable only at maximum boost.,30,MP,BUFF,PARTY_SINGLE,,,,,,,,100,0,125,0,,ADD_SKILL_ALL,0,3,100,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,Y,,,
201,4,3,Sealticge's Seduction,[Divine Skill] Extend the reach of a single ally's skills to all for 3 turns. This does not affect divine skills or skills that only affect the user.,30,MP,BUFF,PARTY_SINGLE,,,,,,,,100,0,125,0,,ADD_SKILL_ALL,0,3,100,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,Y,,,
206,1,0,Precise Shot,Unleash a bow attack on selected foes 2 times.,6,MP,SCATTER,ENEMY_SINGLE,1.8,0.9,,,1,,,90,0,125,0,,PHYSICS_DAMAGE,100,0,0,,0,0,0,,0,0,0,,Y,BOW,,2,0,0,0,,0,,,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,Y
207,2,1,Precise Shot,Unleash a bow attack on selected foes 3 times.,6,MP,SCATTER,ENEMY_SINGLE,2.7,0.9,,,1,,,90,0,125,0,,PHYSICS_DAMAGE,100,0,0,,0,0,0,,0,0,0,,Y,BOW,,3,0,0,0,,0,,,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,Y
208,3,2,Precise Shot,Unleash a bow attack on selected foes 4 times.,6,MP,SCATTER,ENEMY_SINGLE,3.6,0.9,,,1,,,90,0,125,0,,PHYSICS_DAMAGE,100,0,0,,0,0,0,,0,0,0,,Y,BOW,,4,0,0,0,,0,,,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,Y
209,4,3,Precise Shot,Unleash a bow attack on selected foes 5 times.,6,MP,SCATTER,ENEMY_SINGLE,4.5,0.9,,,1,,,90,0,125,0,,PHYSICS_DAMAGE,100,0,0,,0,0,0,,0,0,0,,Y,BOW,,5,0,0,0,,0,,,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,Y
210,1,0,Thunderbird,Deal lightning-based damage to a single foe.,7,MP,MAGIC,ENEMY_SINGLE,1.3,1.3,,,0.77,,,100,0,125,0,,MAGIC_DAMAGE,130,0,0,,0,0,0,,0,0,0,THUNDER,,,,0,0,0,0,,0,,Y,,,Y,,,Y,,,,,,,,,,Y,,,,,,,Y
211,2,1,Thunderbird,Deal lightning-based damage to a single foe.,7,MP,MAGIC,ENEMY_SINGLE,2.6,2.6,,,0.77,,,200,0,125,0,,MAGIC_DAMAGE,130,0,0,,0,0,0,,0,0,0,THUNDER,,,,0,0,0,0,,0,,Y,,,Y,,,Y,,,,,,,,,,Y,,,,,,,Y
212,3,2,Thunderbird,Deal lightning-based damage to a single foe.,7,MP,MAGIC,ENEMY_SINGLE,3.9,3.9,,,0.77,,,300,0,125,0,,MAGIC_DAMAGE,130,0,0,,0,0,0,,0,0,0,THUNDER,,,,0,0,0,0,,0,,Y,,,Y,,,Y,,,,,,,,,,Y,,,,,,,Y
213,4,3,Thunderbird,Deal lightning-based damage to a single foe.,7,MP,MAGIC,ENEMY_SINGLE,5.2,5.2,,,0.77,,,400,0,125,0,,MAGIC_DAMAGE,130,0,0,,0,0,0,,0,0,0,THUNDER,,,,0,0,0,0,,0,,Y,,,Y,,,Y,,,,,,,,,,Y,,,,,,,Y
214,1,0,Mercy Strike,Unleash a bow attack on a single foe. Otherwise lethal attacks will instead leave the target with 1 HP.,4,MP,PHYSICS,ENEMY_SINGLE,1,,1,,,1,,100,0,125,0,,DAMAGE_STOP,1,0,0,PHYSICS_DAMAGE,100,0,0,,0,0,0,,Y,BOW,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,
215,2,1,Mercy Strike,Unleash a bow attack on a single foe. Otherwise lethal attacks will instead leave the target with 1 HP.,4,MP,PHYSICS,ENEMY_SINGLE,2,,2,,,1,,200,0,125,0,,DAMAGE_STOP,1,0,0,PHYSICS_DAMAGE,100,0,0,,0,0,0,,Y,BOW,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,
216,3,2,Mercy Strike,Unleash a bow attack on a single foe. Otherwise lethal attacks will instead leave the target with 1 HP.,4,MP,PHYSICS,ENEMY_SINGLE,3,,3,,,1,,300,0,125,0,,DAMAGE_STOP,1,0,0,PHYSICS_DAMAGE,100,0,0,,0,0,0,,Y,BOW,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,
217,4,3,Mercy Strike,Unleash a bow attack on a single foe. Otherwise lethal attacks will instead leave the target with 1 HP.,4,MP,PHYSICS,ENEMY_SINGLE,4,,4,,,1,,400,0,125,0,,DAMAGE_STOP,1,0,0,PHYSICS_DAMAGE,100,0,0,,0,0,0,,Y,BOW,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,
218,1,0,Cleaving Blow,"Unleash a powerful axe attack on a single foe, and grant yourself positive status effects based on the foe's type.",12,MP,PHYSICS,ENEMY_SINGLE,1.4,1.4,,,0.71,,,100,0,125,0,,PHYSICS_DAMAGE,140,0,100,,0,0,0,,0,0,0,,Y,AXE,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,Y
219,2,1,Cleaving Blow,"Unleash a powerful axe attack on a single foe, and grant yourself positive status effects based on the foe's type.",12,MP,PHYSICS,ENEMY_SINGLE,2.8,2.8,,,0.71,,,200,0,125,0,,PHYSICS_DAMAGE,140,0,100,,0,0,0,,0,0,0,,Y,AXE,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,Y
220,3,2,Cleaving Blow,"Unleash a powerful axe attack on a single foe, and grant yourself positive status effects based on the foe's type.",12,MP,PHYSICS,ENEMY_SINGLE,4.2,4.2,,,0.71,,,300,0,125,0,,PHYSICS_DAMAGE,140,0,100,,0,0,0,,0,0,0,,Y,AXE,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,Y
221,4,3,Cleaving Blow,"Unleash a powerful axe attack on a single foe, and grant yourself positive status effects based on the foe's type.",12,MP,PHYSICS,ENEMY_SINGLE,5.6,5.6,,,0.71,,,400,0,125,0,,PHYSICS_DAMAGE,140,0,100,,0,0,0,,0,0,0,,Y,AXE,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,Y
222,1,0,Take Aim,Raise the critical rate and accuracy of all allies for 2 turns.,8,MP,BUFF,PARTY_ALL,,,,,,,,100,0,125,0,,ADD_CON_UP,0,2,100,ADD_ACC_UP,0,2,100,,0,0,0,,,,,0,0,0,0,,0,,,,,,,,Y,,,,,,,,,,,,,,Y,,,
223,2,1,Take Aim,Raise the critical rate and accuracy of all allies for 4 turns.,8,MP,BUFF,PARTY_ALL,,,,,,,,100,0,125,0,,ADD_CON_UP,0,4,100,ADD_ACC_UP,0,4,100,,0,0,0,,,,,0,0,0,0,,0,,,,,,,,Y,,,,,,,,,,,,,,Y,,,
224,3,2,Take Aim,Raise the critical rate and accuracy of all allies for 6 turns.,8,MP,BUFF,PARTY_ALL,,,,,,,,100,0,125,0,,ADD_CON_UP,0,6,100,ADD_ACC_UP,0,6,100,,0,0,0,,,,,0,0,0,0,,0,,,,,,,,Y,,,,,,,,,,,,,,Y,,,
225,4,3,Take Aim,Raise the critical rate and accuracy of all allies for 8 turns.,8,MP,BUFF,PARTY_ALL,,,,,,,,100,0,125,0,,ADD_CON_UP,0,8,100,ADD_ACC_UP,0,8,100,,0,0,0,,,,,0,0,0,0,,0,,,,,,,,Y,,,,,,,,,,,,,,Y,,,
226,1,0,Leghold Trap,Cause a single foe to act at the end of the turn for 2 turns.,10,MP,DEBUFF,ENEMY_SINGLE,,,,,,,,100,0,125,0,,ADD_SLOW,0,2,100,,0,0,0,,0,0,0,,,,,0,0,0,0,LAST,0,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,
227,2,1,Leghold Trap,Cause a single foe to act at the end of the turn for 4 turns.,10,MP,DEBUFF,ENEMY_SINGLE,,,,,,,,100,0,125,0,,ADD_SLOW,0,4,100,,0,0,0,,0,0,0,,,,,0,0,0,0,LAST,0,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,
228,3,2,Leghold Trap,Cause a single foe to act at the end of the turn for 6 turns.,10,MP,DEBUFF,ENEMY_SINGLE,,,,,,,,100,0,125,0,,ADD_SLOW,0,6,100,,0,0,0,,0,0,0,,,,,0,0,0,0,LAST,0,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,
229,4,3,Leghold Trap,Cause a single foe to act at the end of the turn for 8 turns.,10,MP,DEBUFF,ENEMY_SINGLE,,,,,,,,100,0,125,0,,ADD_SLOW,0,8,100,,0,0,0,,0,0,0,,,,,0,0,0,0,LAST,0,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,
230,1,0,Abating Orb,Nullify 1 of a single foe's augmenting effects.,9,MP,OTHER,ENEMY_SINGLE,,,,,,,,100,0,125,0,,,0,0,0,,0,0,0,,0,0,0,,,,,1,0,0,0,,0,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,
231,2,1,Abating Orb,Nullify 2 of a single foe's augmenting effects.,9,MP,OTHER,ENEMY_SINGLE,,,,,,,,100,0,125,0,,,0,0,0,,0,0,0,,0,0,0,,,,,2,0,0,0,,0,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,
232,3,2,Abating Orb,Nullify 3 of a single foe's augmenting effects.,9,MP,OTHER,ENEMY_SINGLE,,,,,,,,100,0,125,0,,,0,0,0,,0,0,0,,0,0,0,,,,,3,0,0,0,,0,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,
233,4,3,Abating Orb,Nullify 4 of a single foe's augmenting effects.,9,MP,OTHER,ENEMY_SINGLE,,,,,,,,100,0,125,0,,,0,0,0,,0,0,0,,0,0,0,,,,,4,0,0,0,,0,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,
234,1,0,Indomitable Beast,"Raise your physical attack, evasion, and speed for 3 turns.",18,MP,BUFF,SELF,,,,,,,,100,0,125,0,,ADD_ATK_UP,0,3,100,ADD_EVA_UP,0,3,100,ADD_AGI_UP,0,3,100,,,,,0,0,0,0,AGI_UP,0,,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,
235,2,1,Indomitable Beast,"Raise your physical attack, evasion, and speed for 5 turns.",18,MP,BUFF,SELF,,,,,,,,100,0,125,0,,ADD_ATK_UP,0,5,100,ADD_EVA_UP,0,5,100,ADD_AGI_UP,0,5,100,,,,,0,0,0,0,AGI_UP,0,,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,
236,3,2,Indomitable Beast,"Raise your physical attack, evasion, and speed for 7 turns.",18,MP,BUFF,SELF,,,,,,,,100,0,125,0,,ADD_ATK_UP,0,7,100,ADD_EVA_UP,0,7,100,ADD_AGI_UP,0,7,100,,,,,0,0,0,0,AGI_UP,0,,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,
237,4,3,Indomitable Beast,"Raise your physical attack, evasion, and speed for 9 turns.",18,MP,BUFF,SELF,,,,,,,,100,0,125,0,,ADD_ATK_UP,0,9,100,ADD_EVA_UP,0,9,100,ADD_AGI_UP,0,9,100,,,,,0,0,0,0,AGI_UP,0,,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,
238,1,0,Provoke Beasts,Select 3 monsters and provoke them in order.,48,MP,OTHER,ENEMY_ALL,,,,,,,,100,0,125,0,,,0,0,0,,0,0,0,,0,0,0,,,,,3,0,0,0,,0,,,,,,,,Y,,,,,,,,,,,,,,,,,Y
239,2,1,Provoke Beasts,Select 4 monsters and provoke them in order.,48,MP,OTHER,ENEMY_ALL,,,,,,,,100,0,125,0,,,0,0,0,,0,0,0,,0,0,0,,,,,4,0,0,0,,0,,,,,,,,Y,,,,,,,,,,,,,,,,,Y
240,3,2,Provoke Beasts,Select 5 monsters and provoke them in order.,48,MP,OTHER,ENEMY_ALL,,,,,,,,100,0,125,0,,,0,0,0,,0,0,0,,0,0,0,,,,,5,0,0,0,,0,,,,,,,,Y,,,,,,,,,,,,,,,,,Y
241,4,3,Provoke Beasts,Select 6 monsters and provoke them in order.,48,MP,OTHER,ENEMY_ALL,,,,,,,,100,0,125,0,,,0,0,0,,0,0,0,,0,0,0,,,,,6,0,0,0,,0,,,,,,,,Y,,,,,,,,,,,,,,,,,Y
242,1,0,Draefendi's Bow,Usable only at maximum boost.,30,MP,PHYSICS,ENEMY_ALL,,1.3,,,0.77,,,100,0,125,0,,PHYSICS_DAMAGE,130,0,0,,0,0,0,,0,0,0,,Y,BOW,,0,0,0,0,,0,,,,,,Y,Y,,,,,Y,,,,,,,,,,,,,
243,2,1,Draefendi's Bow,Usable only at maximum boost.,30,MP,PHYSICS,ENEMY_ALL,,1.3,,,0.77,,,100,0,125,0,,PHYSICS_DAMAGE,130,0,0,,0,0,0,,0,0,0,,Y,BOW,,0,0,0,0,,0,,,,,,Y,Y,,,,,Y,,,,,,,,,,,,,
244,3,2,Draefendi's Bow,Usable only at maximum boost.,30,MP,PHYSICS,ENEMY_ALL,,1.3,,,0.77,,,100,0,125,0,,PHYSICS_DAMAGE,130,0,0,,0,0,0,,0,0,0,,Y,BOW,,0,0,0,0,,0,,,,,,Y,Y,,,,,Y,,,,,,,,,,,,,
245,4,3,Draefendi's Bow,[Divine Skill] Unleash a powerful bow attack on all foes 3 times.,30,MP,PHYSICS,ENEMY_ALL,7.14,2.38,,,0.71,,,170,0,125,0,,PHYSICS_DAMAGE,140,0,0,,0,0,0,,0,0,0,,Y,BOW,,0,0,0,0,,0,,,,,,Y,Y,,,,,Y,,,,,,Y,,,,,,,Y
250,1,0,Steal,Steal an item from a single foe.,2,MP,STEAL_ITEM,ENEMY_SINGLE,,,,,,,,100,0,125,0,,STEAL_ITEM,4,0,0,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,
251,2,1,Steal,Steal an item from a single foe.,2,MP,STEAL_ITEM,ENEMY_SINGLE,,,,,,,,100,0,125,0,,STEAL_ITEM,14,0,0,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,
252,3,2,Steal,Steal an item from a single foe.,2,MP,STEAL_ITEM,ENEMY_SINGLE,,,,,,,,100,0,125,0,,STEAL_ITEM,34,0,0,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,
253,4,3,Steal,Steal an item from a single foe.,2,MP,STEAL_ITEM,ENEMY_SINGLE,,,,,,,,100,0,125,0,,STEAL_ITEM,94,0,0,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,
254,1,0,Darkest Night,Deal dark-based damage to a single foe.,7,MP,MAGIC,ENEMY_SINGLE,1.3,1.3,,,0.77,,,100,0,125,0,,MAGIC_DAMAGE,130,0,0,,0,0,0,,0,0,0,DARK,,,,0,0,0,0,,0,,Y,,,Y,,,Y,,,,,,,,,,Y,,,,,,,Y
255,2,1,Darkest Night,Deal dark-based damage to a single foe.,7,MP,MAGIC,ENEMY_SINGLE,2.6,2.6,,,0.77,,,200,0,125,0,,MAGIC_DAMAGE,130,0,0,,0,0,0,,0,0,0,DARK,,,,0,0,0,0,,0,,Y,,,Y,,,Y,,,,,,,,,,Y,,,,,,,Y
256,3,2,Darkest Night,Deal dark-based damage to a single foe.,7,MP,MAGIC,ENEMY_SINGLE,3.9,3.9,,,0.77,,,300,0,125,0,,MAGIC_DAMAGE,130,0,0,,0,0,0,,0,0,0,DARK,,,,0,0,0,0,,0,,Y,,,Y,,,Y,,,,,,,,,,Y,,,,,,,Y
257,4,3,Darkest Night,Deal dark-based damage to a single foe.,7,MP,MAGIC,ENEMY_SINGLE,5.2,5.2,,,0.77,,,400,0,125,0,,MAGIC_DAMAGE,130,0,0,,0,0,0,,0,0,0,DARK,,,,0,0,0,0,,0,,Y,,,Y,,,Y,,,,,,,,,,Y,,,,,,,Y
258,1,0,Armor Corrosive,Reduce the physical defense of a single foe for 2 turns.,4,MP,DEBUFF,ENEMY_SINGLE,,,,,,,,100,0,125,0,,ADD_DEF_DOWN,0,2,100,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,
259,2,1,Armor Corrosive,Reduce the physical defense of a single foe for 4 turns.,4,MP,DEBUFF,ENEMY_SINGLE,,,,,,,,100,0,125,0,,ADD_DEF_DOWN,0,4,100,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,
260,3,2,Armor Corrosive,Reduce the physical defense of a single foe for 6 turns.,4,MP,DEBUFF,ENEMY_SINGLE,,,,,,,,100,0,125,0,,ADD_DEF_DOWN,0,6,100,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,
261,4,3,Armor Corrosive,Reduce the physical defense of a single foe for 8 turns.,4,MP,DEBUFF,ENEMY_SINGLE,,,,,,,,100,0,125,0,,ADD_DEF_DOWN,0,8,100,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,
262,1,0,Shackle Foe,Reduce the physical attack of a single foe for 2 turns.,4,MP,DEBUFF,ENEMY_SINGLE,,,,,,,,100,0,125,0,,ADD_ATK_DOWN,0,2,100,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,
263,2,1,Shackle Foe,Reduce the physical attack of a single foe for 4 turns.,4,MP,DEBUFF,ENEMY_SINGLE,,,,,,,,100,0,125,0,,ADD_ATK_DOWN,0,4,100,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,
264,3,2,Shackle Foe,Reduce the physical attack of a single foe for 6 turns.,4,MP,DEBUFF,ENEMY_SINGLE,,,,,,,,100,0,125,0,,ADD_ATK_DOWN,0,6,100,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,
265,4,3,Shackle Foe,Reduce the physical attack of a single foe for 8 turns.,4,MP,DEBUFF,ENEMY_SINGLE,,,,,,,,100,0,125,0,,ADD_ATK_DOWN,0,8,100,,0,0,0,,0,0,0,,,,,0,0,0,0,,0,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,
266,1,0,HP Thief,"Unleash a dagger attack on a single foe 2 times, and steal HP equivalent to half of the damage dealt.",6,MP,PHYSICS,ENEMY_SINGLE,2.2,1.1,,,0.91,,,100,0,125,0,,PHYSICS_DAMAGE,110,0,0,HP_DRAIN,50,0,0,,0,0,0,,Y,DAGGER,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,Y
267,2,1,HP Thief,"Unleash a dagger attack on a single foe 2 times, and steal HP equivalent to half of the damage dealt.",6,MP,PHYSICS,ENEMY_SINGLE,3.96,1.98,,,0.91,,,180,0,125,0,,PHYSICS_DAMAGE,110,0,0,HP_DRAIN,50,0,0,,0,0,0,,Y,DAGGER,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,Y
268,3,2,HP Thief,"Unleash a dagger attack on a single foe 2 times, and steal HP equivalent to half of the damage dealt.",6,MP,PHYSICS,ENEMY_SINGLE,5.72,2.86,,,0.91,,,260,0,125,0,,PHYSICS_DAMAGE,110,0,0,HP_DRAIN,50,0,0,,0,0,0,,Y,DAGGER,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,Y
269,4,3,HP Thief,"Unleash a dagger attack on a single foe 2 times, and steal HP equivalent to half of the damage dealt.",6,MP,PHYSICS,ENEMY_SINGLE,7.48,3.74,,,0.91,,,340,0,125,0,,PHYSICS_DAMAGE,110,0,0,HP_DRAIN,50,0,0,,0,0,0,,Y,DAGGER,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,Y
270,1,0,Swift Step,Raise your speed for 3 turns.,4,MP,BUFF,SELF,,,,,,,,100,0,125,0,,ADD_AGI_UP,0,3,100,,0,0,0,,0,0,0,,,,,0,0,0,0,AGI_UP,0,,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,
271,2,1,Swift Step,Raise your speed for 5 turns.,4,MP,BUFF,SELF,,,,,,,,100,0,125,0,,ADD_AGI_UP,0,5,100,,0,0,0,,0,0,0,,,,,0,0,0,0,AGI_UP,0,,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,
272,3,2,Swift Step,Raise your speed for 7 turns.,4,MP,BUFF,SELF,,,,,,,,100,0,125,0,,ADD_AGI_UP,0,7,100,,0,0,0,,0,0,0,,,,,0,0,0,0,AGI_UP,0,,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,
273,4,3,Swift Step,Raise your speed for 9 turns.,4,MP,BUFF,SELF,,,,,,,,100,0,125,0,,ADD_AGI_UP,0,9,100,,0,0,0,,0,0,0,,,,,0,0,0,0,AGI_UP,0,,,,Y,,,,Y,,,,,,,,,,,,,,Y,,,
274,1,0,Surprise Attack,"Unleash a sword attack on a single foe. The sooner your action comes during a turn, the more potent the attack.",12,MP,PHYSICS,ENEMY_SINGLE,1.25,1.25,,,0.8,,,100,0,125,0,,PHYSICS_DAMAGE,125,0,0,,0,0,0,,0,0,0,,Y,SWORD,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,Y
275,2,1,Surprise Attack,"Unleash a sword attack on a single foe. The sooner your action comes during a turn, the more potent the attack.",12,MP,PHYSICS,ENEMY_SINGLE,2.5,2.5,,,0.8,,,200,0,125,0,,PHYSICS_DAMAGE,125,0,0,,0,0,0,,0,0,0,,Y,SWORD,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,Y
276,3,2,Surprise Attack,"Unleash a sword attack on a single foe. The sooner your action comes during a turn, the more potent the attack.",12,MP,PHYSICS,ENEMY_SINGLE,3.75,3.75,,,0.8,,,300,0,125,0,,PHYSICS_DAMAGE,125,0,0,,0,0,0,,0,0,0,,Y,SWORD,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,Y
277,4,3,Surprise Attack,"Unleash a sword attack on a single foe. The sooner your action comes during a turn, the more potent the attack.",12,MP,PHYSICS,ENEMY_SINGLE,5,5,,,0.8,,,400,0,125,0,,PHYSICS_DAMAGE,125,0,0,,0,0,0,,0,0,0,,Y,SWORD,,0,0,0,0,,0,,Y,,,,Y,Y,Y,Y,Y,,Y,,,,,,Y,,,,,,,Y
278,1,0,Veil of Darkness,"Deal dark-based damage to all foes, and dodge 1 physical attack with a 100% success rate.",25,MP,MAGIC,ENEMY_ALL,1.05,1.05,,,0.95,,,100,0,125,0,,MAGIC_DAMAGE,105,0,0,ADD_ATTACK_HIT_FAILED,0,1,0,,0,0,0,DARK,,,,0,0,0,0,,0,,,Y,,Y,,,Y,,,Y,,,,,,,,,,,,,,
279,2,1,Veil of Darkness,"Deal dark-based damage to all foes, and dodge 1 physical attack with a 100% success rate.",25,MP,MAGIC,ENEMY_ALL,2.1,2.1,,,0.95,,,200,0,125,0,,MAGIC_DAMAGE,105,0,0,ADD_ATTACK_HIT_FAILED,0,1,0,,0,0,0,DARK,,,,0,0,0,0,,0,,,Y,,Y,,,Y,,,Y,,,,,,,,,,,,,,
280,3,2,Veil of Darkness,"Deal dark-based damage to all foes, and dodge 1 physical attack with a 100% success rate.",25,MP,MAGIC,ENEMY_ALL,3.15,3.15,,,0.95,,,300,0,125,0,,MAGIC_DAMAGE,105,0,0,ADD_ATTACK_HIT_FAILED,0,1,0,,0,0,0,DARK,,,,0,0,0,0,,0,,,Y,,Y,,,Y,,,Y,,,,,,,,,,,,,,
